# ODEs: 1
# threads: 1
1.000000000000000e-03	8.889087808267661e+02
2.000000000000000e-03	8.889726027531489e+02
3.000000000000000e-03	8.890143887229212e+02
4.000000000000000e-03	8.890497340629868e+02
5.000000000000000e-03	8.890824826510205e+02
6.000000000000000e-03	8.891140440838527e+02
7.000000000000000e-03	8.891450410174995e+02
8.000000000000000e-03	8.891757808714686e+02
9.000000000000001e-03	8.892064284886627e+02
1.000000000000000e-02	8.892370730176268e+02
1.100000000000000e-02	8.892677648114956e+02
1.200000000000000e-02	8.892985330293750e+02
1.300000000000000e-02	8.893293943931387e+02
1.400000000000000e-02	8.893603591922584e+02
1.500000000000000e-02	8.893914330632332e+02
1.600000000000000e-02	8.894226209816322e+02
1.700000000000000e-02	8.894539253012117e+02
1.800000000000000e-02	8.894853471432091e+02
1.900000000000000e-02	8.895168871674111e+02
2.000000000000000e-02	8.895485486135677e+02
2.100000000000000e-02	8.895803324888595e+02
2.200000000000000e-02	8.896122342964201e+02
2.300000000000000e-02	8.896442544430249e+02
2.400000000000000e-02	8.896763934054479e+02
2.500000000000000e-02	8.897086516495258e+02
2.600000000000000e-02	8.897410296354570e+02
2.700000000000000e-02	8.897735278210105e+02
2.800000000000000e-02	8.898061466634683e+02
2.900000000000000e-02	8.898388866208035e+02
3.000000000000000e-02	8.898717481523938e+02
3.100000000000000e-02	8.899047317194556e+02
3.200000000000000e-02	8.899378377853064e+02
3.300000000000000e-02	8.899710668155268e+02
3.400000000000000e-02	8.900044192780592e+02
3.500000000000000e-02	8.900378956432708e+02
3.600000000000000e-02	8.900714963839932e+02
3.700000000000000e-02	8.901052219755503e+02
3.800000000000000e-02	8.901390728957778e+02
3.900000000000000e-02	8.901730496250389e+02
4.000000000000000e-02	8.902071524895323e+02
4.100000000000000e-02	8.902413818491356e+02
4.200000000000000e-02	8.902757381967032e+02
4.300000000000000e-02	8.903102220278802e+02
4.400000000000000e-02	8.903448338408649e+02
4.500000000000000e-02	8.903795741363305e+02
4.600000000000000e-02	8.904144434174923e+02
4.700000000000000e-02	8.904494421900706e+02
4.800000000000000e-02	8.904845709623713e+02
4.900000000000000e-02	8.905198302452599e+02
5.000000000000000e-02	8.905552205522087e+02
5.100000000000000e-02	8.905907423992743e+02
5.200000000000000e-02	8.906263963050875e+02
5.300000000000000e-02	8.906621827909443e+02
5.400000000000000e-02	8.906981023807764e+02
5.500000000000000e-02	8.907341556012213e+02
5.600000000000000e-02	8.907703429815206e+02
5.700000000000000e-02	8.908066650536277e+02
5.800000000000000e-02	8.908431223522422e+02
5.900000000000000e-02	8.908797154147566e+02
6.000000000000000e-02	8.909164447812602e+02
6.100000000000000e-02	8.909533109946759e+02
6.200000000000000e-02	8.909903146006670e+02
6.300000000000000e-02	8.910274561476560e+02
6.400000000000000e-02	8.910647361869466e+02
6.500000000000000e-02	8.911021552726017e+02
6.600000000000000e-02	8.911397139615900e+02
6.700000000000000e-02	8.911774128137389e+02
6.800000000000000e-02	8.912152523917575e+02
