0,0.000000000000000e+00,2.797220367938280e-04,1.999933553728196e+00,-6.667034600623171e-04,
0,1.000000000000000e-01,6.599992047995329e-06,1.999866880405149e+00,-6.667405076695526e-04,
0,2.000000000000000e-01,4.721980076283216e-06,1.999800203696565e+00,-6.667775617632227e-04,
0,3.000000000000000e-01,3.671972081065178e-06,1.999733523264103e+00,-6.668146224718483e-04,
0,4.000000000000000e-01,3.567954991012812e-06,1.999666839208555e+00,-6.668516899587609e-04,
0,5.000000000000000e-01,3.890017978847027e-06,1.999600151109133e+00,-6.668887642216673e-04,
0,6.000000000000001e-01,3.609980922192335e-06,1.999533459574276e+00,-6.669258450188163e-04,
0,7.000000000000001e-01,3.330002073198557e-06,1.999466764310042e+00,-6.669629324384291e-04,
0,8.000000000000000e-01,3.647000994533300e-06,1.999400065454531e+00,-6.670000266740613e-04,
0,9.000000000000000e-01,3.480992745608091e-06,1.999333362955085e+00,-6.670371274935933e-04,
0,1.000000000000000e+00,3.674998879432678e-06,1.999266656324390e+00,-6.670742350582657e-04,
0,1.100000000000000e+00,3.513996489346027e-06,1.999199946240612e+00,-6.671113492813125e-04,
0,1.200000000000000e+00,3.543042112141848e-06,1.999133232422815e+00,-6.671484701365132e-04,
0,1.300000000000000e+00,3.570981789380312e-06,1.999066515029676e+00,-6.671855978343410e-04,
0,1.400000000000000e+00,3.695953637361526e-06,1.998999793734562e+00,-6.672227321024083e-04,
0,1.500000000000000e+00,3.342982381582260e-06,1.998933068860419e+00,-6.672598731154254e-04,
0,1.600000000000000e+00,3.571039997041225e-06,1.998866340277987e+00,-6.672970207131834e-04,
0,1.700000000000000e+00,3.790017217397690e-06,1.998799607580042e+00,-6.673341753257297e-04,
0,1.800000000000000e+00,3.598979674279690e-06,1.998732871492004e+00,-6.673713364352365e-04,
0,1.900000000000000e+00,3.431981895118952e-06,1.998666131678528e+00,-6.674085041930545e-04,
0,2.000000000000000e+00,3.436987753957510e-06,1.998599388142811e+00,-6.674456786863699e-04,
0,2.100000000000000e+00,3.599969204515219e-06,1.998532640784976e+00,-6.674828600917119e-04,
0,2.200000000000000e+00,3.397988621145487e-06,1.998465889917180e+00,-6.675200480632475e-04,
0,2.300000000000000e+00,3.540015313774347e-06,1.998399135187088e+00,-6.675572426773902e-04,
0,2.400000000000000e+00,3.396009560674429e-06,1.998332376832246e+00,-6.675944440394084e-04,
0,2.500000000000000e+00,3.594032023102045e-06,1.998265614458889e+00,-6.676316522684316e-04,
0,2.600000000000000e+00,3.551016561686993e-06,1.998198848627710e+00,-6.676688670770727e-04,
