0,0.000000000000000e+00,4.305976908653975e-03,8.799981814051929e+00,9.950145861368158e-01,2.046130392188079e+00,
0,1.000000000000000e-01,1.229089684784412e-05,1.769220002322134e+01,9.797928417168050e-01,2.222224411809668e+00,
0,2.000000000000000e-01,1.302710734307766e-05,3.143890824587217e+01,9.517938663056256e-01,2.568125903501159e+00,
0,3.000000000000000e-01,1.227785833179951e-05,6.413488870698683e+01,9.005412514975404e-01,3.244226490423380e+00,
0,4.000000000000000e-01,1.661991700530052e-05,2.159211405521205e+02,7.779747202400104e-01,5.059968838445224e+00,
0,5.000000000000000e-01,3.328290767967701e-05,5.870732469248694e+03,1.602826595602205e-01,2.494636587323074e+01,
0,6.000000000000001e-01,5.374802276492119e-05,1.173028788933189e+05,9.799784626941890e-03,1.161390849038086e+03,
0,7.000000000000001e-01,1.317379064857960e-05,1.165788500539589e+05,2.577680574937053e-02,3.017501402423756e+03,
0,8.000000000000000e-01,8.163042366504669e-06,1.146598400573302e+05,4.189207712075721e-02,4.815840777994166e+03,
0,9.000000000000000e-01,7.921829819679260e-06,1.127377016261470e+05,5.803065274193250e-02,6.554782523472994e+03,
0,1.000000000000000e+00,7.835915312170982e-06,1.108118224101784e+05,7.420360909405024e-02,8.235224685020885e+03,
0,1.100000000000000e+00,7.859896868467331e-06,1.088807488890656e+05,9.042356150795036e-02,9.858030437525378e+03,
0,1.200000000000000e+00,7.867813110351562e-06,1.069428368934154e+05,1.067047577939847e-01,1.142402444332742e+04,
0,1.300000000000000e+00,7.848022505640984e-06,1.049962198244832e+05,1.230634040607566e-01,1.293399020842825e+04,
0,1.400000000000000e+00,7.817056030035019e-06,1.030387621592984e+05,1.395180803659635e-01,1.438866683018308e+04,
0,1.500000000000000e+00,7.827999070286751e-06,1.010679998741988e+05,1.560902747172736e-01,1.578874495460599e+04,
0,1.600000000000000e+00,7.867114618420601e-06,9.908106311417108e+04,1.728050788236545e-01,1.713486171204820e+04,
0,1.700000000000000e+00,7.839174941182137e-06,9.707457427069894e+04,1.896921089781596e-01,1.842759431274586e+04,
0,1.800000000000000e+00,7.842201739549637e-06,9.504451132145191e+04,2.067867466961884e-01,1.966745185511420e+04,
0,1.900000000000000e+00,7.800990715622902e-06,9.298602100072792e+04,2.241318439960688e-01,2.085486470581789e+04,
0,2.000000000000000e+00,7.869908586144447e-06,9.089315767310497e+04,2.417801216201587e-01,2.199017051072325e+04,
0,2.100000000000000e+00,7.750000804662704e-06,8.875850897410784e+04,2.597976318942941e-01,2.307359541774095e+04,
0,2.200000000000000e+00,7.733004167675972e-06,8.657264305900008e+04,2.782689146643755e-01,2.410522830395582e+04,
0,2.300000000000000e+00,7.796799764037132e-06,8.432326371621792e+04,2.973049565815800e-01,2.508498444616824e+04,
0,2.400000000000000e+00,7.743015885353088e-06,8.199386468622292e+04,3.170560197239998e-01,2.601255264169025e+04,
0,2.500000000000000e+00,7.740920409560204e-06,7.956147705314067e+04,3.377334304969403e-01,2.688731516768557e+04,
0,2.600000000000000e+00,7.851049304008484e-06,7.699266028703238e+04,3.596490679963862e-01,2.770822059615516e+04,
0,2.700000000000000e+00,7.814960554242134e-06,7.423579458494620e+04,3.832930772121158e-01,2.847356884897581e+04,
