0,0.000000000000000e+00,1.179338432848454e-04,1.999933553728213e+00,-6.667034574278435e-04,
0,1.000000000000000e-01,2.715969458222389e-06,1.999866881529887e+00,-6.667405067289941e-04,
0,2.000000000000000e-01,3.057066351175308e-06,1.999800205626590e+00,-6.667775605645282e-04,
0,3.000000000000000e-01,2.226792275905609e-06,1.999733526017521e+00,-6.668146209968613e-04,
0,4.000000000000000e-01,1.774169504642487e-06,1.999666842702189e+00,-6.668516879964125e-04,
0,5.000000000000000e-01,1.613982021808624e-06,1.999600155679796e+00,-6.668887616704086e-04,
0,6.000000000000001e-01,1.535052433609962e-06,1.999533464949687e+00,-6.669258420250806e-04,
0,7.000000000000001e-01,1.626089215278625e-06,1.999466770511215e+00,-6.669629290576469e-04,
0,8.000000000000000e-01,1.653097569942474e-06,1.999400072363696e+00,-6.670000227729796e-04,
0,9.000000000000000e-01,1.030042767524719e-06,1.999333370506468e+00,-6.670371231731297e-04,
0,1.000000000000000e+00,1.092907041311264e-06,1.999266664938918e+00,-6.670742302602580e-04,
0,1.100000000000000e+00,1.003034412860870e-06,1.999199955660331e+00,-6.671113440364841e-04,
0,1.200000000000000e+00,1.034932211041451e-06,1.999133242670029e+00,-6.671484645038690e-04,
0,1.300000000000000e+00,1.000938937067986e-06,1.999066525967358e+00,-6.671855916644604e-04,
0,1.400000000000000e+00,1.094071194529533e-06,1.998999805551591e+00,-6.672227255203425e-04,
0,1.500000000000000e+00,1.084990799427032e-06,1.998933081422104e+00,-6.672598660735424e-04,
0,1.600000000000000e+00,1.074047759175301e-06,1.998866353578210e+00,-6.672970133261227e-04,
0,1.700000000000000e+00,9.881332516670227e-07,1.998799622019283e+00,-6.673341672801093e-04,
0,1.800000000000000e+00,1.017004251480103e-06,1.998732886744580e+00,-6.673713279375992e-04,
0,1.900000000000000e+00,1.030042767524719e-06,1.998666147753539e+00,-6.674084953005859e-04,
0,2.000000000000000e+00,1.047970727086067e-06,1.998599405045419e+00,-6.674456693711640e-04,
0,2.100000000000000e+00,9.911600500345230e-07,1.998532658619540e+00,-6.674828501513947e-04,
0,2.200000000000000e+00,1.019099727272987e-06,1.998465908475264e+00,-6.675200376433166e-04,
0,2.300000000000000e+00,1.025851815938950e-06,1.998399154611888e+00,-6.675572318490090e-04,
0,2.400000000000000e+00,1.017004251480103e-06,1.998332397028794e+00,-6.675944327704961e-04,
0,2.500000000000000e+00,1.008156687021255e-06,1.998265635725224e+00,-6.676316404098877e-04,
0,2.600000000000000e+00,1.119915395975113e-06,1.998198870700603e+00,-6.676688547691941e-04,
0,2.700000000000000e+00,1.058913767337799e-06,1.998132101954172e+00,-6.677060758505221e-04,
0,2.800000000000000e+00,1.003034412860870e-06,1.998065329485298e+00,-6.677433036559127e-04,
0,2.900000000000000e+00,1.014908775687218e-06,1.997998553293318e+00,-6.677805381874282e-04,
0,3.000000000000000e+00,1.044012606143951e-06,1.997931773377556e+00,-6.678177794471324e-04,
0,3.100000000000000e+00,1.040054485201836e-06,1.997864989737257e+00,-6.678550274371308e-04,
0,3.200000000000000e+00,1.037027686834335e-06,1.997798202371887e+00,-6.678922821594221e-04,
0,3.300000000000000e+00,1.023989170789719e-06,1.997731411280684e+00,-6.679295436161179e-04,
0,3.400000000000000e+00,1.030974090099335e-06,1.997664616462993e+00,-6.679668118092726e-04,
0,3.500000000000000e+00,1.003965735435486e-06,1.997597817918189e+00,-6.680040867409338e-04,
0,3.600000000000000e+00,1.103151589632034e-06,1.997531015645537e+00,-6.680413684132018e-04,
0,3.700000000000000e+00,1.005129888653755e-06,1.997464209644340e+00,-6.680786568281628e-04,
0,3.800000000000000e+00,9.969808161258698e-07,1.997397399913994e+00,-6.681159519878468e-04,
0,3.900000000000000e+00,9.930226951837540e-07,1.997330586453826e+00,-6.681532538943284e-04,
0,4.000000000000000e+00,1.011881977319717e-06,1.997263769263096e+00,-6.681905625497165e-04,
