0,0.000000000000000e+00,1.772097311913967e-05,9.950248449210992e-01,9.999502435486983e-01,9.999994999976647e-01,9.999999900497047e-01,
0,1.000000000000000e-08,5.743931978940964e-06,9.900990696665332e-01,9.999004920291903e-01,9.999989999957573e-01,9.999999800994083e-01,
0,2.000000000000000e-08,3.618188202381134e-06,9.852221829047221e-01,9.998507454409151e-01,9.999984999942769e-01,9.999999701491106e-01,
0,3.000000000000000e-08,3.547873347997665e-06,9.803936981929147e-01,9.998010037833114e-01,9.999979999932230e-01,9.999999601988115e-01,
0,4.000000000000000e-08,3.710854798555374e-06,9.756131339285435e-01,9.997512670558169e-01,9.999974999925949e-01,9.999999502485113e-01,
0,5.000000000000000e-08,7.205177098512650e-06,9.708800133010644e-01,9.997015352578686e-01,9.999969999923918e-01,9.999999402982097e-01,
0,6.000000000000001e-08,3.652181476354599e-06,9.661938642442751e-01,9.996518083889030e-01,9.999964999926129e-01,9.999999303479068e-01,
0,7.000000000000000e-08,3.625871613621712e-06,9.615542193891079e-01,9.996020864483556e-01,9.999959999932574e-01,9.999999203976025e-01,
0,8.000000000000000e-08,3.624008968472481e-06,9.569606160168926e-01,9.995523694356611e-01,9.999954999943246e-01,9.999999104472970e-01,
0,9.000000000000000e-08,3.492925316095352e-06,9.524125960130845e-01,9.995026573502536e-01,9.999949999958136e-01,9.999999004969901e-01,
0,1.000000000000000e-07,7.113208994269371e-06,9.479097058214518e-01,9.994529501915662e-01,9.999944999977239e-01,9.999998905466818e-01,
0,1.100000000000000e-07,3.592809662222862e-06,9.434514963987207e-01,9.994032479590313e-01,9.999940000000546e-01,9.999998805963721e-01,
0,1.200000000000000e-07,3.578141331672668e-06,9.390375231696696e-01,9.993535506520806e-01,9.999935000028046e-01,9.999998706460611e-01,
0,1.300000000000000e-07,3.529014065861702e-06,9.346673459826719e-01,9.993038582701449e-01,9.999930000059735e-01,9.999998606957486e-01,
0,1.400000000000000e-07,3.561843186616898e-06,9.303405290656802e-01,9.992541708126539e-01,9.999925000095602e-01,9.999998507454347e-01,
0,1.500000000000000e-07,3.566965460777283e-06,9.260566409826489e-01,9.992044882790369e-01,9.999920000135640e-01,9.999998407951194e-01,
0,1.600000000000000e-07,3.441004082560539e-06,9.218152545903902e-01,9.991548106687219e-01,9.999915000179841e-01,9.999998308448026e-01,
0,1.700000000000000e-07,3.496883437037468e-06,9.176159469958590e-01,9.991051379811364e-01,9.999910000228195e-01,9.999998208944842e-01,
0,1.800000000000000e-07,3.499910235404968e-06,9.134582995138640e-01,9.990554702157068e-01,9.999905000280694e-01,9.999998109441645e-01,
0,1.900000000000000e-07,4.071043804287910e-06,9.093418976251983e-01,9.990058073718587e-01,9.999900000337331e-01,9.999998009938431e-01,
0,2.000000000000000e-07,3.552995622158051e-06,9.052663309351874e-01,9.989561494490168e-01,9.999895000398095e-01,9.999997910435202e-01,
0,2.100000000000000e-07,3.553926944732666e-06,9.012311931326489e-01,9.989064964466048e-01,9.999890000462978e-01,9.999997810931958e-01,
0,2.200000000000000e-07,3.466149792075157e-06,8.972360819492619e-01,9.988568483640455e-01,9.999885000531971e-01,9.999997711428698e-01,
0,2.300000000000000e-07,7.040100172162056e-06,8.932805991193389e-01,9.988072052007609e-01,9.999880000605065e-01,9.999997611925422e-01,
0,2.400000000000000e-07,3.512948751449585e-06,8.893643503399997e-01,9.987575669561719e-01,9.999875000682250e-01,9.999997512422130e-01,
0,2.500000000000000e-07,4.177913069725037e-06,8.854869452317403e-01,9.987079336296985e-01,9.999870000763518e-01,9.999997412918821e-01,
0,2.600000000000000e-07,3.531808033585548e-06,8.816479972993948e-01,9.986583052207596e-01,9.999865000848859e-01,9.999997313415496e-01,
0,2.700000000000000e-07,3.510853275656700e-06,8.778471238934854e-01,9.986086817287734e-01,9.999860000938263e-01,9.999997213912155e-01,
0,2.800000000000000e-07,3.437045961618423e-06,8.740839461719574e-01,9.985590631531567e-01,9.999855001031721e-01,9.999997114408796e-01,
0,2.900000000000000e-07,3.559980541467667e-06,8.703580890622944e-01,9.985094494933255e-01,9.999850001129222e-01,9.999997014905421e-01,
0,3.000000000000000e-07,3.460096195340157e-06,8.666691812240109e-01,9.984598407486950e-01,9.999845001230758e-01,9.999996915402029e-01,
0,3.100000000000000e-07,3.773020580410957e-06,8.630168550115181e-01,9.984102369186789e-01,9.999840001336319e-01,9.999996815898619e-01,
0,3.200000000000000e-07,3.489898517727852e-06,8.594007464373588e-01,9.983606380026901e-01,9.999835001445894e-01,9.999996716395191e-01,
0,3.300000000000000e-07,3.593973815441132e-06,8.558204951358080e-01,9.983110440001406e-01,9.999830001559472e-01,9.999996616891745e-01,
